,GEO,grade,home_ownership,initial_list_status,purpose,term,verification_status,emp_length,last_fico_range_high,total_rec_prncp,int_rate
15219,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,574.0,7001.33,11.44
20293,I,A,MORTGAGE,w,credit_card, 36 months,Verified,1 year,779.0,20000.0,7.49
55835,E,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,2 years,739.0,28000.0,13.98
90804,I,C,OWN,w,home_improvement, 36 months,Not Verified,5 years,614.0,1127.65,12.99
11091,E,A,RENT,w,credit_card, 36 months,Not Verified,< 1 year,779.0,10000.0,6.03
47810,E,B,MORTGAGE,w,credit_card, 36 months,Source Verified,< 1 year,694.0,20000.0,9.17
64148,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,7 years,749.0,10000.0,12.49
3809,E,D,RENT,f,debt_consolidation, 60 months,Source Verified,4 years,669.0,21325.0,17.86
72739,I,E,OWN,f,car, 36 months,Verified,,499.0,1171.36,18.99
73108,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,5 years,559.0,1821.53,10.15
14407,I,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,684.0,4000.0,11.44
69899,E,D,OWN,w,home_improvement, 60 months,Verified,,684.0,18000.0,16.29
19443,W,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,4 years,699.0,28000.0,8.19
96783,I,G,MORTGAGE,f,debt_consolidation, 60 months,Verified,,559.0,2079.56,25.89
2930,E,B,RENT,f,credit_card, 36 months,Source Verified,10+ years,574.0,6179.42,8.67
17812,I,E,MORTGAGE,f,home_improvement, 36 months,Verified,2 years,524.0,7807.42,19.24
93772,I,B,OWN,f,car, 36 months,Not Verified,5 years,654.0,2999.99,10.99
17523,I,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,2 years,499.0,3022.8,19.24
8169,I,G,RENT,w,house, 60 months,Source Verified,2 years,679.0,15850.0,25.99
29699,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,2 years,569.0,3956.73,13.66
5992,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,,534.0,6580.32,9.49
39086,W,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,1 year,714.0,16000.0,6.03
6008,E,B,RENT,w,debt_consolidation, 36 months,Not Verified,4 years,699.0,9600.0,8.67
34206,W,C,RENT,w,debt_consolidation, 36 months,Source Verified,3 years,509.0,1651.73,14.49
58620,W,C,RENT,w,debt_consolidation, 60 months,Source Verified,8 years,549.0,5535.93,13.35
77561,I,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,6 years,749.0,5500.0,12.49
75915,W,C,RENT,f,debt_consolidation, 36 months,Not Verified,9 years,664.0,12000.0,13.98
46992,E,A,OWN,f,major_purchase, 36 months,Source Verified,10+ years,574.0,11053.74,8.39
28015,I,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,8 years,769.0,12000.0,6.49
90596,I,G,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,6 years,559.0,10337.44,25.89
86522,E,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,714.0,25000.0,9.17
52061,E,C,RENT,w,car, 36 months,Not Verified,7 years,684.0,5075.0,13.35
59660,E,C,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,549.0,8824.19,13.98
59748,E,F,RENT,w,renewable_energy, 60 months,Verified,1 year,499.0,6793.59,23.43
36285,E,D,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,3 years,714.0,27000.0,16.29
18283,W,C,RENT,w,debt_consolidation, 60 months,Verified,10+ years,589.0,11112.49,14.31
92035,I,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,629.0,6468.09,11.67
78977,W,C,MORTGAGE,f,home_improvement, 60 months,Verified,2 years,729.0,30000.0,13.98
8880,E,A,RENT,f,debt_consolidation, 36 months,Verified,10+ years,629.0,9735.14,7.49
68157,I,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,,729.0,3882.01,7.12
54501,E,D,RENT,f,moving, 36 months,Not Verified,5 years,499.0,1103.17,15.61
73846,W,C,RENT,f,debt_consolidation, 36 months,Source Verified,1 year,534.0,1633.39,12.99
15515,E,D,RENT,w,debt_consolidation, 60 months,Verified,10+ years,594.0,4036.76,15.59
84794,W,A,RENT,w,debt_consolidation, 36 months,Verified,10+ years,804.0,20000.0,7.69
56690,I,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,< 1 year,499.0,1719.85,14.49
63298,E,B,MORTGAGE,f,other, 36 months,Source Verified,10+ years,559.0,5000.0,12.49
19152,W,B,OWN,w,credit_card, 36 months,Source Verified,10+ years,634.0,15000.0,9.49
56368,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,6 years,579.0,3108.23,14.99
8966,E,A,RENT,f,debt_consolidation, 36 months,Not Verified,< 1 year,779.0,12000.0,6.49
62342,W,D,RENT,w,debt_consolidation, 36 months,Source Verified,3 years,694.0,7500.0,15.61
75622,I,A,MORTGAGE,f,credit_card, 36 months,Verified,8 years,659.0,28000.0,7.69
86944,E,C,RENT,w,credit_card, 36 months,Verified,< 1 year,569.0,2189.93,14.49
53298,I,D,RENT,w,debt_consolidation, 60 months,Verified,< 1 year,649.0,1659.04,18.24
6471,E,D,RENT,f,debt_consolidation, 36 months,Source Verified,2 years,499.0,2806.35,15.99
19236,I,A,MORTGAGE,f,credit_card, 36 months,Verified,10+ years,709.0,25000.0,6.49
65781,E,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,594.0,4475.0,13.35
40135,I,C,RENT,f,credit_card, 36 months,Source Verified,2 years,624.0,8000.0,13.98
159,E,E,MORTGAGE,f,debt_consolidation, 60 months,Verified,10+ years,609.0,291.46,19.24
32306,I,C,OWN,w,credit_card, 36 months,Verified,< 1 year,564.0,2248.58,14.49
85022,E,E,RENT,f,debt_consolidation, 36 months,Source Verified,6 years,499.0,1488.65,18.99
87008,E,E,RENT,w,major_purchase, 60 months,Source Verified,9 years,559.0,407.62,18.99
15583,E,A,MORTGAGE,w,credit_card, 36 months,Verified,10+ years,499.0,4096.5,6.49
9922,W,B,RENT,f,debt_consolidation, 36 months,Verified,4 years,549.0,4177.15,11.99
52744,I,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,5 years,694.0,5000.0,7.12
9291,I,E,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,499.0,4212.21,18.54
91348,E,B,OWN,w,credit_card, 60 months,Not Verified,3 years,759.0,14000.0,9.17
67767,I,E,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,529.0,3865.57,19.52
46038,I,B,MORTGAGE,f,credit_card, 36 months,Verified,,559.0,9528.23,12.49
68260,W,D,RENT,w,credit_card, 60 months,Source Verified,10+ years,544.0,2876.12,18.24
38658,W,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,7 years,679.0,24000.0,15.61
20136,E,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,6 years,519.0,5158.74,11.44
63139,E,F,RENT,w,credit_card, 60 months,Source Verified,4 years,559.0,3563.18,23.43
21759,I,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,534.0,3699.49,15.99
20956,I,D,RENT,f,debt_consolidation, 36 months,Verified,,589.0,2000.0,16.49
84250,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,1 year,564.0,4783.27,16.99
57385,I,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,549.0,6034.92,10.15
81985,E,A,RENT,w,debt_consolidation, 36 months,Source Verified,< 1 year,659.0,10000.0,8.39
13624,I,A,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,814.0,14000.0,6.03
13354,E,E,RENT,w,credit_card, 60 months,Verified,10+ years,534.0,8174.4,18.54
28506,I,C,OWN,f,debt_consolidation, 36 months,Not Verified,10+ years,699.0,16650.0,13.66
58031,I,B,MORTGAGE,w,credit_card, 36 months,Not Verified,10+ years,544.0,8400.0,12.49
81278,E,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,734.0,20000.0,14.49
44556,E,D,RENT,w,debt_consolidation, 60 months,Verified,10+ years,704.0,32000.0,16.99
88911,I,D,RENT,f,debt_consolidation, 36 months,Source Verified,7 years,594.0,2494.43,16.99
15129,I,B,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,739.0,12000.0,9.49
46397,W,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,754.0,16000.0,14.99
98577,E,A,RENT,w,debt_consolidation, 36 months,Source Verified,9 years,754.0,15000.0,8.39
22355,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,7 years,709.0,16500.0,8.67
94900,I,A,MORTGAGE,f,credit_card, 36 months,Not Verified,8 years,759.0,15000.0,7.69
78957,E,A,MORTGAGE,w,debt_consolidation, 36 months,Verified,7 years,624.0,22208.11,7.69
64028,E,C,OWN,w,credit_card, 60 months,Source Verified,8 years,674.0,19200.0,13.35
8706,E,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,7 years,509.0,21000.0,11.99
26979,I,E,RENT,f,debt_consolidation, 36 months,Not Verified,4 years,569.0,775.28,21.99
12847,I,A,MORTGAGE,w,debt_consolidation, 36 months,Verified,,799.0,8000.0,6.49
25577,I,D,RENT,w,debt_consolidation, 36 months,Verified,,699.0,15950.0,16.49
2327,W,B,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,824.0,35000.0,10.49
72434,E,B,RENT,f,credit_card, 60 months,Not Verified,8 years,594.0,4543.01,10.99
898,I,B,MORTGAGE,f,credit_card, 60 months,Verified,10+ years,729.0,30000.0,11.44
44269,W,E,RENT,w,car, 60 months,Verified,3 years,559.0,3226.98,22.15
39732,E,B,RENT,w,debt_consolidation, 60 months,Verified,< 1 year,749.0,10000.0,11.67
17956,W,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,689.0,20000.0,11.99
46647,I,A,MORTGAGE,w,credit_card, 60 months,Source Verified,10+ years,674.0,2907.62,8.39
95721,E,E,RENT,f,other, 36 months,Not Verified,10+ years,684.0,1500.0,20.2
47906,I,C,MORTGAGE,w,car, 36 months,Not Verified,10+ years,589.0,2223.69,14.49
42379,E,B,MORTGAGE,f,major_purchase, 36 months,Source Verified,10+ years,804.0,8425.0,9.17
68923,E,B,MORTGAGE,w,debt_consolidation, 36 months,Verified,6 years,724.0,21000.0,9.17
71395,I,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,574.0,2313.79,17.57
52260,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,2 years,614.0,6447.33,14.49
55268,I,C,MORTGAGE,w,other, 36 months,Source Verified,2 years,789.0,20000.0,12.99
3993,E,A,MORTGAGE,f,credit_card, 36 months,Verified,10+ years,734.0,35000.0,8.19
40504,I,D,RENT,w,moving, 36 months,Not Verified,3 years,604.0,0.0,17.57
75418,E,A,RENT,w,debt_consolidation, 36 months,Source Verified,3 years,754.0,20000.0,6.03
12295,I,D,OWN,f,other, 36 months,Source Verified,10+ years,559.0,4344.78,15.99
55225,E,C,MORTGAGE,w,other, 36 months,Verified,10+ years,644.0,15000.0,13.35
27420,I,C,MORTGAGE,f,debt_consolidation, 60 months,Verified,10+ years,539.0,4938.56,14.99
7180,I,B,MORTGAGE,w,other, 36 months,Verified,4 years,689.0,10000.0,11.44
69406,W,D,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,2 years,639.0,25000.0,17.57
51231,I,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,729.0,4800.0,12.99
3816,E,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,6 years,599.0,5400.0,8.19
95385,E,C,MORTGAGE,f,credit_card, 60 months,Not Verified,10+ years,614.0,1473.34,13.35
77551,E,D,RENT,w,credit_card, 60 months,Source Verified,2 years,549.0,2023.15,17.57
5612,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,4 years,759.0,14400.0,8.67
3963,W,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,< 1 year,499.0,2328.29,13.66
54284,E,B,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,10+ years,544.0,3255.37,11.67
88000,I,D,RENT,f,debt_consolidation, 36 months,Not Verified,4 years,679.0,8000.0,18.24
96045,E,B,OWN,w,debt_consolidation, 36 months,Source Verified,10+ years,594.0,3121.63,12.49
68236,I,F,MORTGAGE,f,debt_consolidation, 60 months,Verified,6 years,699.0,19200.0,24.08
59184,I,A,MORTGAGE,w,credit_card, 36 months,Not Verified,8 years,679.0,10800.0,6.03
12660,W,A,RENT,w,debt_consolidation, 36 months,Not Verified,3 years,729.0,18000.0,8.19
40640,I,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,4 years,659.0,13000.0,14.49
74449,E,F,MORTGAGE,f,debt_consolidation, 60 months,Not Verified,4 years,584.0,2596.84,24.08
71026,E,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,619.0,8258.31,14.49
42631,E,D,RENT,w,debt_consolidation, 36 months,Verified,10+ years,584.0,5175.0,16.99
67596,E,C,RENT,f,debt_consolidation, 36 months,Not Verified,8 years,559.0,1322.78,12.99
82242,W,C,RENT,w,credit_card, 60 months,Source Verified,5 years,584.0,3440.6,12.99
9518,I,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,749.0,2000.0,6.99
9674,W,C,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,2 years,604.0,5874.03,14.31
35346,I,F,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,679.0,28000.0,24.08
7315,E,C,RENT,w,debt_consolidation, 36 months,Source Verified,8 years,524.0,14511.22,14.99
56711,I,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,1 year,689.0,26925.0,13.98
97157,E,B,RENT,f,credit_card, 36 months,Not Verified,< 1 year,744.0,18000.0,11.67
45548,E,B,MORTGAGE,w,debt_consolidation, 36 months,Verified,2 years,714.0,35000.0,10.99
6191,I,B,OWN,f,other, 36 months,Source Verified,,714.0,5000.0,11.99
99722,I,B,MORTGAGE,f,renewable_energy, 36 months,Source Verified,9 years,669.0,6000.0,11.67
15763,E,B,RENT,w,credit_card, 60 months,Source Verified,3 years,564.0,8653.72,10.49
96601,W,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,2 years,669.0,13036.24,10.99
88952,I,D,OWN,w,debt_consolidation, 60 months,Verified,3 years,534.0,9535.32,16.99
84090,E,B,RENT,f,credit_card, 36 months,Source Verified,< 1 year,574.0,2921.14,9.17
89836,E,B,RENT,w,debt_consolidation, 60 months,Source Verified,3 years,504.0,785.59,12.49
95283,I,B,RENT,w,credit_card, 36 months,Not Verified,10+ years,544.0,9058.1,9.17
79159,W,B,RENT,w,debt_consolidation, 36 months,Verified,,539.0,3761.42,12.49
76015,E,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,2 years,559.0,12176.59,14.49
78720,I,B,RENT,w,debt_consolidation, 36 months,Not Verified,4 years,679.0,12575.0,10.99
65900,W,D,RENT,w,debt_consolidation, 36 months,Verified,6 years,509.0,2214.86,15.61
63271,I,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,744.0,20000.0,12.49
4360,I,D,RENT,f,debt_consolidation, 36 months,Source Verified,3 years,509.0,644.99,15.59
69185,I,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,1 year,709.0,6000.0,13.35
58792,I,D,OWN,w,medical, 36 months,Verified,10+ years,539.0,963.0,18.24
50320,W,B,RENT,w,debt_consolidation, 36 months,Not Verified,6 years,699.0,14400.0,11.67
84933,E,F,RENT,f,credit_card, 36 months,Verified,2 years,599.0,922.29,23.43
68928,E,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,8 years,684.0,8000.0,7.69
51357,I,E,MORTGAGE,f,debt_consolidation, 36 months,Verified,5 years,549.0,8274.6,19.52
96767,E,B,MORTGAGE,w,credit_card, 36 months,Not Verified,2 years,664.0,3200.0,11.67
39097,I,C,MORTGAGE,w,credit_card, 60 months,Source Verified,4 years,554.0,2561.81,13.35
50563,I,A,MORTGAGE,w,credit_card, 36 months,Source Verified,5 years,709.0,21000.0,6.03
71279,E,A,RENT,f,credit_card, 36 months,Not Verified,6 years,649.0,6000.0,6.03
30050,I,E,RENT,w,medical, 36 months,Verified,10+ years,649.0,8500.0,18.54
66866,I,B,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,7 years,739.0,7000.0,12.49
90652,E,F,RENT,f,major_purchase, 36 months,Not Verified,1 year,559.0,962.71,24.99
23818,I,D,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,4 years,554.0,13820.94,17.14
31399,E,D,MORTGAGE,w,home_improvement, 36 months,Source Verified,6 years,569.0,5333.78,15.59
66605,E,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,799.0,10000.0,7.69
69566,I,C,MORTGAGE,f,home_improvement, 36 months,Not Verified,8 years,664.0,66.94,14.99
4456,I,A,MORTGAGE,f,car, 36 months,Not Verified,10+ years,739.0,4500.0,8.19
1878,E,E,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,594.0,4445.13,19.99
73783,E,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,2 years,539.0,6141.9,16.99
74975,I,C,RENT,w,debt_consolidation, 36 months,Source Verified,< 1 year,649.0,15000.0,14.49
43873,E,A,RENT,w,credit_card, 36 months,Not Verified,10+ years,624.0,7987.69,7.69
59918,E,E,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,589.0,16111.97,20.2
23110,I,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,8 years,629.0,1495.48,17.86
72834,E,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,5 years,749.0,9600.0,6.03
88957,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,9 years,504.0,1447.33,10.99
46979,I,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,3 years,694.0,10750.0,12.99
51666,W,A,RENT,f,debt_consolidation, 36 months,Verified,4 years,504.0,4284.87,7.69
78697,W,B,RENT,w,debt_consolidation, 36 months,Not Verified,6 years,509.0,6729.68,11.67
4595,E,D,RENT,f,other, 60 months,Source Verified,10+ years,539.0,3366.04,17.86
11054,E,E,RENT,f,other, 36 months,Source Verified,< 1 year,554.0,3102.29,21.99
91550,I,G,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,499.0,2772.1,25.8
3500,E,A,MORTGAGE,f,car, 36 months,Not Verified,9 years,664.0,2800.0,6.99
1849,E,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,504.0,5575.24,15.99
12827,E,A,OWN,f,debt_consolidation, 36 months,Not Verified,10+ years,709.0,16000.0,6.49
28474,E,B,OWN,f,credit_card, 36 months,Source Verified,5 years,694.0,15000.0,10.49
41683,W,B,RENT,w,debt_consolidation, 36 months,Verified,,659.0,5200.0,12.49
68058,E,D,RENT,w,other, 36 months,Verified,< 1 year,624.0,9000.0,17.57
157,I,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,564.0,1712.33,10.49
48195,I,D,MORTGAGE,f,credit_card, 36 months,Not Verified,2 years,664.0,4000.0,17.57
86845,I,A,MORTGAGE,f,credit_card, 36 months,Source Verified,10+ years,749.0,19200.0,7.69
16886,W,B,RENT,f,credit_card, 36 months,Not Verified,2 years,649.0,8918.19,8.67
8597,E,F,RENT,w,debt_consolidation, 60 months,Verified,2 years,624.0,1364.38,24.5
12444,W,C,RENT,w,debt_consolidation, 36 months,Source Verified,1 year,724.0,8000.0,14.31
98952,E,C,MORTGAGE,f,house, 36 months,Source Verified,6 years,674.0,10375.0,14.99
81212,E,B,RENT,w,car, 36 months,Not Verified,5 years,544.0,4644.94,10.15
50489,I,C,MORTGAGE,f,moving, 36 months,Verified,2 years,604.0,1957.26,14.49
89507,E,E,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,549.0,9543.53,22.15
47936,E,F,RENT,f,small_business, 36 months,Verified,2 years,644.0,7575.0,24.5
96670,E,B,MORTGAGE,f,debt_consolidation, 36 months,Verified,3 years,814.0,30000.0,9.17
57523,I,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,7 years,729.0,22000.0,10.15
18098,I,D,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,599.0,9750.0,17.86
24403,E,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,704.0,20000.0,8.19
87294,E,C,RENT,w,debt_consolidation, 60 months,Not Verified,7 years,564.0,2979.84,14.99
76680,W,F,OWN,f,small_business, 60 months,Verified,10+ years,544.0,3057.45,24.08
80452,I,D,OWN,f,debt_consolidation, 36 months,Source Verified,10+ years,559.0,3476.69,16.99
8940,I,F,MORTGAGE,f,debt_consolidation, 36 months,Verified,7 years,709.0,30100.0,22.99
12792,I,E,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,524.0,494.83,20.99
23264,E,A,MORTGAGE,w,credit_card, 36 months,Not Verified,10+ years,809.0,15000.0,6.03
79565,I,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,< 1 year,564.0,5329.67,20.99
22937,I,E,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,1 year,679.0,17325.0,21.99
95147,E,A,MORTGAGE,f,credit_card, 36 months,Verified,10+ years,704.0,12000.0,8.39
24753,E,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,694.0,7200.0,12.39
66646,I,A,MORTGAGE,w,home_improvement, 36 months,Not Verified,10+ years,634.0,4421.03,6.49
45107,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,9 years,534.0,1813.74,12.49
42481,W,E,RENT,w,debt_consolidation, 36 months,Verified,3 years,669.0,7400.0,20.2
58499,I,C,MORTGAGE,w,credit_card, 36 months,Source Verified,6 years,704.0,6000.0,14.99
27933,W,F,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,599.0,564.92,24.5
99082,E,D,RENT,f,house, 60 months,Source Verified,10+ years,704.0,25000.0,15.61
32089,I,A,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,8 years,734.0,12000.0,6.49
91356,I,A,RENT,f,debt_consolidation, 36 months,Source Verified,3 years,724.0,15000.0,7.12
90469,I,B,MORTGAGE,f,credit_card, 36 months,Not Verified,10+ years,654.0,18400.0,11.67
97186,I,A,MORTGAGE,w,credit_card, 36 months,Source Verified,3 years,779.0,19000.0,6.03
21143,E,D,RENT,w,credit_card, 60 months,Source Verified,4 years,499.0,1478.48,17.14
29137,I,C,RENT,w,other, 36 months,Source Verified,5 years,499.0,4986.91,12.39
84691,E,A,RENT,w,credit_card, 36 months,Source Verified,7 years,599.0,8470.02,7.69
32310,I,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,729.0,9000.0,16.99
56896,I,D,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,2 years,579.0,1027.25,17.57
35229,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,8 years,764.0,3000.0,10.15
33152,I,C,RENT,f,debt_consolidation, 36 months,Not Verified,2 years,564.0,7458.98,13.35
30449,I,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,2 years,724.0,17125.0,16.49
98626,I,C,RENT,w,debt_consolidation, 36 months,Source Verified,9 years,664.0,14400.0,13.35
64828,I,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,524.0,5868.37,22.15
58111,E,B,OWN,f,debt_consolidation, 36 months,Not Verified,10+ years,719.0,11200.0,12.49
52427,I,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,509.0,3909.19,18.99
27233,W,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,819.0,28000.0,10.49
84839,I,C,RENT,w,credit_card, 60 months,Verified,< 1 year,584.0,2645.68,14.99
52765,I,A,MORTGAGE,w,credit_card, 36 months,Not Verified,4 years,714.0,19500.0,7.69
92124,E,A,MORTGAGE,f,debt_consolidation, 36 months,Verified,,624.0,24000.0,8.39
1812,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,7 years,669.0,6500.0,9.49
57621,I,C,OWN,w,home_improvement, 36 months,Source Verified,7 years,594.0,7397.96,14.49
76323,I,B,MORTGAGE,w,credit_card, 36 months,Source Verified,10+ years,714.0,10000.0,9.17
17911,I,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,8 years,664.0,16800.0,11.44
63033,I,E,RENT,w,debt_consolidation, 60 months,Verified,4 years,619.0,789.33,22.15
85840,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,839.0,18000.0,9.17
70511,I,C,OWN,f,debt_consolidation, 36 months,Not Verified,< 1 year,644.0,4484.95,14.99
37003,I,C,OWN,f,debt_consolidation, 36 months,Source Verified,5 years,669.0,18000.0,14.49
73972,W,C,OWN,f,debt_consolidation, 36 months,Verified,,559.0,5821.4,13.35
21393,E,D,RENT,w,debt_consolidation, 36 months,Verified,10+ years,499.0,580.33,15.99
34660,E,C,MORTGAGE,w,credit_card, 60 months,Verified,7 years,634.0,9733.17,13.98
36605,I,A,RENT,w,debt_consolidation, 36 months,Not Verified,1 year,614.0,4703.22,6.49
96354,I,C,RENT,w,debt_consolidation, 60 months,Not Verified,1 year,644.0,12000.0,13.35
24593,W,B,RENT,f,credit_card, 36 months,Not Verified,6 years,579.0,4442.8,11.44
72993,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,499.0,2624.31,15.61
74437,I,B,RENT,w,debt_consolidation, 36 months,Verified,,544.0,1474.35,10.99
98721,E,C,RENT,f,debt_consolidation, 36 months,Verified,4 years,704.0,10500.0,13.98
21248,I,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,539.0,8468.04,12.99
79083,E,A,RENT,f,credit_card, 36 months,Source Verified,1 year,769.0,24000.0,6.49
73456,E,B,RENT,f,credit_card, 36 months,Source Verified,10+ years,629.0,11821.24,11.67
32046,E,C,RENT,w,debt_consolidation, 36 months,Verified,9 years,554.0,8060.93,14.49
47221,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,804.0,5000.0,12.49
12210,E,G,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,589.0,6186.69,25.8
79291,I,C,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,499.0,2089.13,14.49
38507,W,C,RENT,f,debt_consolidation, 36 months,Source Verified,1 year,609.0,6635.65,13.98
56043,I,E,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,524.0,16000.0,20.2
21580,E,C,MORTGAGE,w,credit_card, 60 months,Not Verified,3 years,614.0,3922.21,12.99
33078,I,F,MORTGAGE,w,debt_consolidation, 60 months,Verified,1 year,549.0,2452.47,23.43
16983,E,A,RENT,f,debt_consolidation, 36 months,Not Verified,4 years,744.0,16800.0,7.49
67015,E,G,OWN,w,debt_consolidation, 60 months,Verified,8 years,504.0,2524.67,25.89
69668,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,,609.0,5000.0,10.15
75768,I,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,644.0,4224.24,15.61
33211,E,A,OWN,w,home_improvement, 36 months,Verified,10+ years,704.0,24000.0,8.39
83219,I,B,MORTGAGE,f,credit_card, 36 months,Not Verified,7 years,589.0,2574.48,11.67
89557,E,E,RENT,f,debt_consolidation, 36 months,Verified,10+ years,684.0,14700.0,18.99
78531,W,D,RENT,w,debt_consolidation, 60 months,Verified,2 years,584.0,5011.84,15.61
12305,I,D,OWN,w,debt_consolidation, 60 months,Source Verified,10+ years,569.0,4479.27,16.49
28755,W,E,MORTGAGE,f,debt_consolidation, 60 months,Verified,2 years,739.0,35000.0,19.24
